number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_n_estimators,state
571,-0.7181071770153111,2026-03-31 19:00:52.147522,2026-03-31 19:00:57.853687,0 days 00:00:05.706165,37,14,2,9750,COMPLETE
572,-0.5684729916122606,2026-03-31 19:00:57.882034,2026-03-31 19:01:04.185333,0 days 00:00:06.303299,32,3,2,9814,COMPLETE
573,-0.5980637571451958,2026-03-31 19:01:04.206079,2026-03-31 19:01:10.244739,0 days 00:00:06.038660,36,1,3,9438,COMPLETE
574,-0.5982211905867016,2026-03-31 19:01:10.266359,2026-03-31 19:01:16.639611,0 days 00:00:06.373252,28,1,2,9995,COMPLETE
575,-0.5737281057055977,2026-03-31 19:01:16.668305,2026-03-31 19:01:22.840412,0 days 00:00:06.172107,37,2,3,9623,COMPLETE
576,-0.5982234753855817,2026-03-31 19:01:22.857418,2026-03-31 19:01:28.734895,0 days 00:00:05.877477,31,1,2,9052,COMPLETE
577,-0.5735145929147303,2026-03-31 19:01:28.754181,2026-03-31 19:01:35.154346,0 days 00:00:06.400165,35,2,2,9825,COMPLETE
578,-0.5736669282645487,2026-03-31 19:01:35.183454,2026-03-31 19:01:41.183103,0 days 00:00:05.999649,12,2,3,9349,COMPLETE
579,-0.6482214027591994,2026-03-31 19:01:41.203861,2026-03-31 19:01:47.231437,0 days 00:00:06.027576,34,11,2,9625,COMPLETE
580,-0.723920303804931,2026-03-31 19:01:47.251992,2026-03-31 19:01:51.091725,0 days 00:00:03.839733,33,16,2,6580,COMPLETE
581,-0.5983496211845116,2026-03-31 19:01:51.120776,2026-03-31 19:01:57.391439,0 days 00:00:06.270663,30,1,2,9805,COMPLETE
582,-0.5975322006421656,2026-03-31 19:01:57.411621,2026-03-31 19:02:03.801059,0 days 00:00:06.389438,32,1,3,9992,COMPLETE
583,-0.5988016609726374,2026-03-31 19:02:03.823074,2026-03-31 19:02:10.043531,0 days 00:00:06.220457,38,1,2,9568,COMPLETE
584,-0.5987405261374443,2026-03-31 19:02:10.060278,2026-03-31 19:02:15.867155,0 days 00:00:05.806877,29,1,17,9208,COMPLETE
585,-0.5738279797320816,2026-03-31 19:02:15.895483,2026-03-31 19:02:21.864379,0 days 00:00:05.968896,36,2,2,9461,COMPLETE
586,-0.6028750342183677,2026-03-31 19:02:21.892965,2026-03-31 19:02:27.992014,0 days 00:00:06.099049,37,1,16,9801,COMPLETE
587,-0.5984675598162257,2026-03-31 19:02:28.012891,2026-03-31 19:02:34.104735,0 days 00:00:06.091844,32,1,4,9666,COMPLETE
588,-0.5736261213576919,2026-03-31 19:02:34.122596,2026-03-31 19:02:40.026363,0 days 00:00:05.903767,30,2,2,9383,COMPLETE
589,-0.5977506399263606,2026-03-31 19:02:40.042920,2026-03-31 19:02:46.237424,0 days 00:00:06.194504,31,1,3,9801,COMPLETE
590,-0.5988702633147919,2026-03-31 19:02:46.261758,2026-03-31 19:02:52.345152,0 days 00:00:06.083394,38,1,2,9531,COMPLETE
591,-0.5843558824715506,2026-03-31 19:02:52.369388,2026-03-31 19:02:58.633625,0 days 00:00:06.264237,26,2,10,9989,COMPLETE
592,-0.5978978218028186,2026-03-31 19:02:58.650454,2026-03-31 19:03:04.381597,0 days 00:00:05.731143,34,1,3,9017,COMPLETE
593,-0.5737073099754217,2026-03-31 19:03:04.398607,2026-03-31 19:03:10.473606,0 days 00:00:06.074999,33,2,2,9663,COMPLETE
594,-0.5984296423501492,2026-03-31 19:03:10.490533,2026-03-31 19:03:16.374367,0 days 00:00:05.883834,28,1,2,9259,COMPLETE
595,-0.5977506399263605,2026-03-31 19:03:16.391085,2026-03-31 19:03:22.545086,0 days 00:00:06.154001,35,1,3,9801,COMPLETE
596,-0.5988208197422268,2026-03-31 19:03:22.570940,2026-03-31 19:03:28.545482,0 days 00:00:05.974542,36,1,2,9485,COMPLETE
597,-0.5734634390305415,2026-03-31 19:03:28.569447,2026-03-31 19:03:34.910863,0 days 00:00:06.341416,29,2,2,9994,COMPLETE
598,-0.5986879078879095,2026-03-31 19:03:34.927712,2026-03-31 19:03:41.031381,0 days 00:00:06.103669,31,1,2,9663,COMPLETE
599,-0.5709699681963866,2026-03-31 19:03:41.045130,2026-03-31 19:03:47.320172,0 days 00:00:06.275042,37,4,5,9998,COMPLETE
600,-0.5983249911258003,2026-03-31 19:03:47.344179,2026-03-31 19:03:53.568568,0 days 00:00:06.224389,34,1,2,9808,COMPLETE
601,-0.5736664807664134,2026-03-31 19:03:53.593077,2026-03-31 19:03:59.508325,0 days 00:00:05.915248,39,2,2,9376,COMPLETE
602,-0.5737120994329261,2026-03-31 19:03:59.526908,2026-03-31 19:04:05.578783,0 days 00:00:06.051875,33,2,3,9616,COMPLETE
603,-0.5977653206873368,2026-03-31 19:04:05.595347,2026-03-31 19:04:11.439404,0 days 00:00:05.844057,36,1,3,9163,COMPLETE
604,-0.5983332311426919,2026-03-31 19:04:11.456629,2026-03-31 19:04:17.673558,0 days 00:00:06.216929,30,1,2,9813,COMPLETE
605,-0.5988631739700507,2026-03-31 19:04:17.690353,2026-03-31 19:04:23.714448,0 days 00:00:06.024095,32,1,2,9470,COMPLETE
606,-0.6070765231199299,2026-03-31 19:04:23.731572,2026-03-31 19:04:29.856043,0 days 00:00:06.124471,20,1,8,9790,COMPLETE
607,-0.5737607042436725,2026-03-31 19:04:29.881370,2026-03-31 19:04:35.917453,0 days 00:00:06.036083,35,2,2,9595,COMPLETE
608,-0.5980095964000669,2026-03-31 19:04:35.934588,2026-03-31 19:04:41.786822,0 days 00:00:05.852234,38,1,3,9277,COMPLETE
609,-0.5769545760294863,2026-03-31 19:04:41.804131,2026-03-31 19:04:47.949188,0 days 00:00:06.145057,30,5,2,9797,COMPLETE
610,-0.5988070477377209,2026-03-31 19:04:47.974144,2026-03-31 19:04:54.033954,0 days 00:00:06.059810,37,1,2,9465,COMPLETE
611,-0.5987794729928437,2026-03-31 19:04:54.058807,2026-03-31 19:05:00.152567,0 days 00:00:06.093760,32,1,2,9645,COMPLETE
612,-0.5735145678863416,2026-03-31 19:05:00.169185,2026-03-31 19:05:06.405304,0 days 00:00:06.236119,29,2,3,9824,COMPLETE
613,-0.5982762859589921,2026-03-31 19:05:06.426209,2026-03-31 19:05:12.194667,0 days 00:00:05.768458,31,1,2,9028,COMPLETE
614,-0.5982234443275678,2026-03-31 19:05:12.214964,2026-03-31 19:05:18.559681,0 days 00:00:06.344717,35,1,2,9985,COMPLETE
615,-0.7237146435986513,2026-03-31 19:05:18.579734,2026-03-31 19:05:24.061296,0 days 00:00:05.481562,38,19,2,9638,COMPLETE
616,-0.5736452146375627,2026-03-31 19:05:24.082747,2026-03-31 19:05:29.994657,0 days 00:00:05.911910,33,2,3,9384,COMPLETE
617,-0.5975206877971673,2026-03-31 19:05:30.023318,2026-03-31 19:05:36.394977,0 days 00:00:06.371659,34,1,3,9994,COMPLETE
618,-0.72373008095706,2026-03-31 19:05:36.415249,2026-03-31 19:05:42.062944,0 days 00:00:05.647695,39,17,14,9813,COMPLETE
619,-0.5984406458856112,2026-03-31 19:05:42.082019,2026-03-31 19:05:47.898654,0 days 00:00:05.816635,36,1,2,9236,COMPLETE
620,-0.573417642097868,2026-03-31 19:05:47.927238,2026-03-31 19:05:54.220013,0 days 00:00:06.292775,28,2,2,10000,COMPLETE
621,-0.6030715165100594,2026-03-31 19:05:54.248550,2026-03-31 19:06:00.265309,0 days 00:00:06.016759,37,1,6,9529,COMPLETE
622,-0.5685047665036143,2026-03-31 19:06:00.295023,2026-03-31 19:06:06.457762,0 days 00:00:06.162739,31,3,2,9690,COMPLETE
623,-0.5986513520182182,2026-03-31 19:06:06.475748,2026-03-31 19:06:12.523681,0 days 00:00:06.047933,27,1,2,9430,COMPLETE
624,-0.5735430619917901,2026-03-31 19:06:12.545766,2026-03-31 19:06:18.724848,0 days 00:00:06.179082,32,2,3,9804,COMPLETE
625,-0.5987288024641826,2026-03-31 19:06:18.746475,2026-03-31 19:06:24.915504,0 days 00:00:06.169029,30,1,2,9629,COMPLETE
626,-0.5977308793609486,2026-03-31 19:06:24.943674,2026-03-31 19:06:30.699059,0 days 00:00:05.755385,35,1,3,9138,COMPLETE
627,-0.5735501187009738,2026-03-31 19:06:30.727075,2026-03-31 19:06:36.960882,0 days 00:00:06.233807,38,2,2,9806,COMPLETE
628,-0.5988389618719516,2026-03-31 19:06:36.981036,2026-03-31 19:06:43.080198,0 days 00:00:06.099162,33,1,2,9487,COMPLETE
629,-0.5962946275391756,2026-03-31 19:06:43.100556,2026-03-31 19:06:46.492595,0 days 00:00:03.392039,29,1,3,5290,COMPLETE
630,-0.6650670259167359,2026-03-31 19:06:46.521853,2026-03-31 19:06:52.199385,0 days 00:00:05.677532,36,12,2,9283,COMPLETE
631,-0.5986404479030916,2026-03-31 19:06:52.227122,2026-03-31 19:06:58.382394,0 days 00:00:06.155272,31,1,2,9682,COMPLETE
632,-0.5734563014080267,2026-03-31 19:06:58.400558,2026-03-31 19:07:04.733681,0 days 00:00:06.333123,37,2,2,9995,COMPLETE
633,-0.6399924113262621,2026-03-31 19:07:04.762660,2026-03-31 19:07:10.874674,0 days 00:00:06.112014,34,10,3,9807,COMPLETE
634,-0.5739089619783606,2026-03-31 19:07:10.903367,2026-03-31 19:07:16.902671,0 days 00:00:05.999304,7,2,2,9528,COMPLETE
635,-0.5984104456922302,2026-03-31 19:07:16.931015,2026-03-31 19:07:22.625813,0 days 00:00:05.694798,32,1,2,8984,COMPLETE
636,-0.5983894992230617,2026-03-31 19:07:22.642844,2026-03-31 19:07:28.859919,0 days 00:00:06.217075,38,1,2,9819,COMPLETE
637,-0.5981278719647444,2026-03-31 19:07:28.876856,2026-03-31 19:07:34.922317,0 days 00:00:06.045461,39,1,3,9631,COMPLETE
638,-0.5981711206207186,2026-03-31 19:07:34.939283,2026-03-31 19:07:41.317409,0 days 00:00:06.378126,35,1,2,9998,COMPLETE
639,-0.5736451697615508,2026-03-31 19:07:41.344507,2026-03-31 19:07:47.276009,0 days 00:00:05.931502,36,2,4,9385,COMPLETE
640,-0.598677846886188,2026-03-31 19:07:47.293360,2026-03-31 19:07:53.388424,0 days 00:00:06.095064,33,1,2,9662,COMPLETE
641,-0.5979722810408272,2026-03-31 19:07:53.406929,2026-03-31 19:07:59.306587,0 days 00:00:05.899658,30,1,3,9293,COMPLETE
642,-0.5735386738253767,2026-03-31 19:07:59.324182,2026-03-31 19:08:05.539351,0 days 00:00:06.215169,29,2,2,9808,COMPLETE
643,-0.598853119610437,2026-03-31 19:08:05.557418,2026-03-31 19:08:11.652281,0 days 00:00:06.094863,37,1,2,9552,COMPLETE
644,-0.5982612931513673,2026-03-31 19:08:11.680879,2026-03-31 19:08:17.907297,0 days 00:00:06.226418,34,1,2,9837,COMPLETE
645,-0.7233834700044399,2026-03-31 19:08:17.932941,2026-03-31 19:08:23.296412,0 days 00:00:05.363471,31,15,3,9432,COMPLETE
646,-0.598738321689456,2026-03-31 19:08:23.320532,2026-03-31 19:08:29.457042,0 days 00:00:06.136510,28,1,2,9653,COMPLETE
647,-0.57348691071281,2026-03-31 19:08:29.481206,2026-03-31 19:08:35.688338,0 days 00:00:06.207132,32,2,3,9829,COMPLETE
648,-0.573444462456829,2026-03-31 19:08:35.705469,2026-03-31 19:08:42.064124,0 days 00:00:06.358655,37,2,2,9997,COMPLETE
649,-0.598403720373639,2026-03-31 19:08:42.088107,2026-03-31 19:08:47.843579,0 days 00:00:05.755472,36,1,2,9106,COMPLETE
650,-0.5988915844378033,2026-03-31 19:08:47.867994,2026-03-31 19:08:53.883030,0 days 00:00:06.015036,33,1,2,9500,COMPLETE
651,-0.5975128555976413,2026-03-31 19:08:53.906895,2026-03-31 19:09:00.264368,0 days 00:00:06.357473,39,1,3,9995,COMPLETE
652,-0.5735798991635124,2026-03-31 19:09:00.281436,2026-03-31 19:09:06.115369,0 days 00:00:05.833933,30,2,2,9269,COMPLETE
653,-0.5685344306052277,2026-03-31 19:09:06.133150,2026-03-31 19:09:12.291669,0 days 00:00:06.158519,35,3,2,9674,COMPLETE
654,-0.6962949637280242,2026-03-31 19:09:12.320830,2026-03-31 19:09:18.070948,0 days 00:00:05.750118,31,13,2,9665,COMPLETE
655,-0.598356386481764,2026-03-31 19:09:18.100337,2026-03-31 19:09:24.322779,0 days 00:00:06.222442,34,1,2,9815,COMPLETE
656,-0.5980447143481208,2026-03-31 19:09:24.354195,2026-03-31 19:09:30.326258,0 days 00:00:05.972063,38,1,3,9432,COMPLETE
657,-0.5975128555976413,2026-03-31 19:09:30.354270,2026-03-31 19:09:36.640836,0 days 00:00:06.286566,29,1,3,9995,COMPLETE
658,-0.5737107331816202,2026-03-31 19:09:36.658854,2026-03-31 19:09:42.785098,0 days 00:00:06.126244,36,2,2,9625,COMPLETE
659,-0.598437524051398,2026-03-31 19:09:42.809237,2026-03-31 19:09:48.695591,0 days 00:00:05.886354,32,1,2,9260,COMPLETE
660,-0.5980416433863806,2026-03-31 19:09:48.713943,2026-03-31 19:09:54.349630,0 days 00:00:05.635687,28,1,3,8895,COMPLETE
661,-0.5735163726222202,2026-03-31 19:09:54.374100,2026-03-31 19:10:00.540475,0 days 00:00:06.166375,37,2,2,9789,COMPLETE
662,-0.7237419163723169,2026-03-31 19:10:00.558070,2026-03-31 19:10:06.041104,0 days 00:00:05.483034,30,18,2,9512,COMPLETE
663,-0.59735565073134,2026-03-31 19:10:06.062128,2026-03-31 19:10:09.761140,0 days 00:00:03.699012,34,1,2,5767,COMPLETE
664,-0.5735178050409557,2026-03-31 19:10:09.776717,2026-03-31 19:10:15.949050,0 days 00:00:06.172333,33,2,2,9821,COMPLETE
665,-0.5979651107591749,2026-03-31 19:10:15.970530,2026-03-31 19:10:21.922710,0 days 00:00:05.952180,38,1,3,9389,COMPLETE
666,-0.6057602673571202,2026-03-31 19:10:21.940195,2026-03-31 19:10:28.026630,0 days 00:00:06.086435,35,1,7,9617,COMPLETE
667,-0.6106993104646504,2026-03-31 19:10:28.043858,2026-03-31 19:10:34.281772,0 days 00:00:06.237914,31,8,2,9998,COMPLETE
668,-0.5982653313302109,2026-03-31 19:10:34.299302,2026-03-31 19:10:40.103598,0 days 00:00:05.804296,36,1,2,9147,COMPLETE
669,-0.594800505739307,2026-03-31 19:10:40.120968,2026-03-31 19:10:46.284008,0 days 00:00:06.163040,32,2,15,9796,COMPLETE
670,-0.5988944188623908,2026-03-31 19:10:46.309636,2026-03-31 19:10:52.358688,0 days 00:00:06.049052,39,1,2,9529,COMPLETE
671,-0.5979332052948585,2026-03-31 19:10:52.376216,2026-03-31 19:10:58.529257,0 days 00:00:06.153041,37,1,3,9711,COMPLETE
672,-0.5977949940328787,2026-03-31 19:10:58.546329,2026-03-31 19:11:01.387636,0 days 00:00:02.841307,29,1,2,4359,COMPLETE
673,-0.5735045229365303,2026-03-31 19:11:01.404758,2026-03-31 19:11:07.600169,0 days 00:00:06.195411,35,2,3,9826,COMPLETE
674,-0.598187020621286,2026-03-31 19:11:07.618046,2026-03-31 19:11:13.951463,0 days 00:00:06.333417,30,1,2,9997,COMPLETE
675,-0.5982759021751546,2026-03-31 19:11:13.978542,2026-03-31 19:11:19.902472,0 days 00:00:05.923930,31,1,2,9340,COMPLETE
676,-0.5737595072916711,2026-03-31 19:11:19.927164,2026-03-31 19:11:25.997487,0 days 00:00:06.070323,33,2,2,9603,COMPLETE
677,-0.5983731023781551,2026-03-31 19:11:26.023265,2026-03-31 19:11:32.204172,0 days 00:00:06.180907,27,1,2,9796,COMPLETE
678,-0.5734312581276363,2026-03-31 19:11:32.225125,2026-03-31 19:11:38.077205,0 days 00:00:05.852080,39,2,3,9117,COMPLETE
679,-0.5981574642940956,2026-03-31 19:11:38.095978,2026-03-31 19:11:44.122158,0 days 00:00:06.026180,34,1,3,9458,COMPLETE
680,-0.5986995758669084,2026-03-31 19:11:44.139023,2026-03-31 19:11:50.257902,0 days 00:00:06.118879,36,1,2,9666,COMPLETE
681,-0.5983796501818837,2026-03-31 19:11:50.287188,2026-03-31 19:11:56.532574,0 days 00:00:06.245386,38,1,2,9818,COMPLETE
682,-0.5736405803327724,2026-03-31 19:11:56.552241,2026-03-31 19:12:02.427956,0 days 00:00:05.875715,32,2,2,9395,COMPLETE
683,-0.5685883578160642,2026-03-31 19:12:02.448139,2026-03-31 19:12:08.485293,0 days 00:00:06.037154,30,3,3,9612,COMPLETE
684,-0.5984805345049995,2026-03-31 19:12:08.505621,2026-03-31 19:12:14.202382,0 days 00:00:05.696761,25,1,2,8979,COMPLETE
685,-0.5980849707881271,2026-03-31 19:12:14.223209,2026-03-31 19:12:20.683376,0 days 00:00:06.460167,37,1,4,9984,COMPLETE
686,-0.5983491782399464,2026-03-31 19:12:20.701148,2026-03-31 19:12:26.599426,0 days 00:00:05.898278,29,1,2,9309,COMPLETE
687,-0.5734660815333437,2026-03-31 19:12:26.625394,2026-03-31 19:12:32.808873,0 days 00:00:06.183479,33,2,3,9847,COMPLETE
688,-0.5988542622753534,2026-03-31 19:12:32.826191,2026-03-31 19:12:38.848908,0 days 00:00:06.022717,31,1,2,9548,COMPLETE
689,-0.5736771073052267,2026-03-31 19:12:38.869929,2026-03-31 19:12:44.994132,0 days 00:00:06.124203,34,2,2,9685,COMPLETE
690,-0.598290868608206,2026-03-31 19:12:45.015115,2026-03-31 19:12:51.269638,0 days 00:00:06.254523,35,1,2,9846,COMPLETE
691,-0.5977971743274013,2026-03-31 19:12:51.289907,2026-03-31 19:12:57.123166,0 days 00:00:05.833259,38,1,3,9181,COMPLETE
692,-0.5738027320731087,2026-03-31 19:12:57.140230,2026-03-31 19:13:03.153044,0 days 00:00:06.012814,36,2,2,9474,COMPLETE
693,-0.598342172161581,2026-03-31 19:13:03.172657,2026-03-31 19:13:09.387063,0 days 00:00:06.214406,32,1,2,9831,COMPLETE
694,-0.5982152681084925,2026-03-31 19:13:09.416384,2026-03-31 19:13:15.802660,0 days 00:00:06.386276,28,1,2,9984,COMPLETE
695,-0.5980757026254967,2026-03-31 19:13:15.830859,2026-03-31 19:13:21.975713,0 days 00:00:06.144854,37,1,3,9676,COMPLETE
696,-0.5737311232736343,2026-03-31 19:13:21.992732,2026-03-31 19:13:28.009358,0 days 00:00:06.016626,30,2,2,9440,COMPLETE
697,-0.5980563579960619,2026-03-31 19:13:28.037819,2026-03-31 19:13:34.200797,0 days 00:00:06.162978,33,1,3,9678,COMPLETE
698,-0.598470575183675,2026-03-31 19:13:34.221219,2026-03-31 19:13:40.112040,0 days 00:00:05.890821,31,1,2,9280,COMPLETE
699,-0.573417642097868,2026-03-31 19:13:40.132533,2026-03-31 19:13:46.474900,0 days 00:00:06.342367,39,2,2,10000,COMPLETE
700,-0.5974521183447379,2026-03-31 19:13:46.494227,2026-03-31 19:13:52.809844,0 days 00:00:06.315617,35,1,3,10000,COMPLETE
701,-0.5860362550388253,2026-03-31 19:13:52.838048,2026-03-31 19:13:58.495684,0 days 00:00:05.657636,29,2,11,8950,COMPLETE
702,-0.5988202752092219,2026-03-31 19:13:58.524976,2026-03-31 19:14:04.597304,0 days 00:00:06.072328,38,1,2,9556,COMPLETE
703,-0.5983541994379707,2026-03-31 19:14:04.617635,2026-03-31 19:14:10.803247,0 days 00:00:06.185612,34,1,2,9801,COMPLETE
704,-0.5981580811629655,2026-03-31 19:14:10.832262,2026-03-31 19:14:16.965339,0 days 00:00:06.133077,37,1,3,9655,COMPLETE
705,-0.5736669282645487,2026-03-31 19:14:16.986263,2026-03-31 19:14:22.887283,0 days 00:00:05.901020,32,2,2,9349,COMPLETE
706,-0.60026541158992,2026-03-31 19:14:22.917943,2026-03-31 19:14:29.109749,0 days 00:00:06.191806,31,1,5,9813,COMPLETE
707,-0.5989778898310666,2026-03-31 19:14:29.139383,2026-03-31 19:14:35.154660,0 days 00:00:06.015277,36,1,2,9517,COMPLETE
708,-0.5736783746572531,2026-03-31 19:14:35.172185,2026-03-31 19:14:41.260706,0 days 00:00:06.088521,28,2,2,9707,COMPLETE
709,-0.571079843757853,2026-03-31 19:14:41.281639,2026-03-31 19:14:47.145044,0 days 00:00:05.863405,17,4,3,9294,COMPLETE
710,-0.598345698396067,2026-03-31 19:14:47.165601,2026-03-31 19:14:53.431655,0 days 00:00:06.266054,30,1,2,9810,COMPLETE
711,-0.5982013203899186,2026-03-31 19:14:53.452109,2026-03-31 19:14:59.829357,0 days 00:00:06.377248,35,1,2,9996,COMPLETE
712,-0.5977909518677132,2026-03-31 19:14:59.850129,2026-03-31 19:15:05.652464,0 days 00:00:05.802335,33,1,3,9121,COMPLETE
713,-0.5988846508585907,2026-03-31 19:15:05.669901,2026-03-31 19:15:11.739446,0 days 00:00:06.069545,38,1,2,9525,COMPLETE
714,-0.5737427195632494,2026-03-31 19:15:11.763679,2026-03-31 19:15:18.071696,0 days 00:00:06.308017,27,2,2,9604,COMPLETE
715,-0.5983558345230652,2026-03-31 19:15:18.098796,2026-03-31 19:15:24.380379,0 days 00:00:06.281583,37,1,2,9828,COMPLETE
716,-0.5737881585552087,2026-03-31 19:15:24.408998,2026-03-31 19:15:30.427619,0 days 00:00:06.018621,32,2,3,9454,COMPLETE
717,-0.598682336026835,2026-03-31 19:15:30.450299,2026-03-31 19:15:36.582963,0 days 00:00:06.132664,36,1,2,9673,COMPLETE
718,-0.5734895358364069,2026-03-31 19:15:36.602942,2026-03-31 19:15:42.861310,0 days 00:00:06.258368,34,2,3,9827,COMPLETE
719,-0.598187020621286,2026-03-31 19:15:42.881706,2026-03-31 19:15:49.246456,0 days 00:00:06.364750,39,1,2,9997,COMPLETE
720,-0.598461386797495,2026-03-31 19:15:49.267842,2026-03-31 19:15:55.100994,0 days 00:00:05.833152,29,1,2,9206,COMPLETE
721,-0.5986585449242652,2026-03-31 19:15:55.126002,2026-03-31 19:16:01.128052,0 days 00:00:06.002050,30,1,2,9418,COMPLETE
722,-0.5684974487741993,2026-03-31 19:16:01.153731,2026-03-31 19:16:07.278627,0 days 00:00:06.124896,31,3,2,9708,COMPLETE
723,-0.5734224427435982,2026-03-31 19:16:07.306544,2026-03-31 19:16:13.205042,0 days 00:00:05.898498,35,2,4,8950,COMPLETE
724,-0.5982490694673108,2026-03-31 19:16:13.233372,2026-03-31 19:16:19.325838,0 days 00:00:06.092466,36,1,3,9553,COMPLETE
725,-0.5985137912523797,2026-03-31 19:16:19.343363,2026-03-31 19:16:21.387566,0 days 00:00:02.044203,33,1,2,3102,COMPLETE
726,-0.5734583310150343,2026-03-31 19:16:21.405577,2026-03-31 19:16:27.617810,0 days 00:00:06.212233,37,2,2,9841,COMPLETE
727,-0.5979217448933346,2026-03-31 19:16:27.635121,2026-03-31 19:16:33.550378,0 days 00:00:05.915257,29,1,3,9355,COMPLETE
728,-0.5986968915597376,2026-03-31 19:16:33.567505,2026-03-31 19:16:39.686355,0 days 00:00:06.118850,32,1,2,9664,COMPLETE
729,-0.5734479334249014,2026-03-31 19:16:39.710796,2026-03-31 19:16:45.878643,0 days 00:00:06.167847,34,2,2,9834,COMPLETE
730,-0.6090078687681041,2026-03-31 19:16:45.902885,2026-03-31 19:16:51.911902,0 days 00:00:06.009017,39,1,13,9502,COMPLETE
731,-0.598290868608206,2026-03-31 19:16:51.936148,2026-03-31 19:16:58.189910,0 days 00:00:06.253762,38,1,2,9846,COMPLETE
732,-0.5978543304609939,2026-03-31 19:16:58.214277,2026-03-31 19:17:04.069594,0 days 00:00:05.855317,31,1,3,9193,COMPLETE
733,-0.5736941117501335,2026-03-31 19:17:04.086630,2026-03-31 19:17:10.207603,0 days 00:00:06.120973,36,2,2,9634,COMPLETE
734,-0.5975501368151666,2026-03-31 19:17:10.224961,2026-03-31 19:17:16.525414,0 days 00:00:06.300453,30,1,3,9984,COMPLETE
735,-0.585842192300411,2026-03-31 19:17:16.542056,2026-03-31 19:17:22.478867,0 days 00:00:05.936811,35,6,2,9372,COMPLETE
736,-0.5986497848014241,2026-03-31 19:17:22.495765,2026-03-31 19:17:28.657072,0 days 00:00:06.161307,28,1,2,9679,COMPLETE
737,-0.5735515101390064,2026-03-31 19:17:28.676723,2026-03-31 19:17:34.848112,0 days 00:00:06.171389,23,2,2,9780,COMPLETE
738,-0.6298112935411635,2026-03-31 19:17:34.869339,2026-03-31 19:17:41.142698,0 days 00:00:06.273359,37,9,8,9996,COMPLETE
739,-0.5988322599208236,2026-03-31 19:17:41.168415,2026-03-31 19:17:47.180224,0 days 00:00:06.011809,33,1,2,9491,COMPLETE
740,-0.5734651819365049,2026-03-31 19:17:47.208558,2026-03-31 19:17:53.550510,0 days 00:00:06.341952,37,2,3,9992,COMPLETE
741,-0.5983639413060443,2026-03-31 19:17:53.578863,2026-03-31 19:17:59.350400,0 days 00:00:05.771537,40,1,2,9091,COMPLETE
742,-0.5979710085179851,2026-03-31 19:17:59.379922,2026-03-31 19:18:05.523586,0 days 00:00:06.143664,32,1,3,9694,COMPLETE
743,-0.59838400567702,2026-03-31 19:18:05.554071,2026-03-31 19:18:11.488291,0 days 00:00:05.934220,34,1,2,9306,COMPLETE
744,-0.5734273416718556,2026-03-31 19:18:11.508304,2026-03-31 19:18:17.803078,0 days 00:00:06.294774,31,2,2,9999,COMPLETE
745,-0.5988593306033397,2026-03-31 19:18:17.823252,2026-03-31 19:18:23.923942,0 days 00:00:06.100690,38,1,2,9549,COMPLETE
746,-0.5977496051353344,2026-03-31 19:18:23.944443,2026-03-31 19:18:30.168243,0 days 00:00:06.223800,30,1,3,9800,COMPLETE
747,-0.5738940964177844,2026-03-31 19:18:30.185090,2026-03-31 19:18:36.234632,0 days 00:00:06.049542,33,2,2,9532,COMPLETE
748,-0.5983564103686352,2026-03-31 19:18:36.255044,2026-03-31 19:18:42.476449,0 days 00:00:06.221405,35,1,2,9792,COMPLETE
749,-0.5979639910163979,2026-03-31 19:18:42.500756,2026-03-31 19:18:48.386834,0 days 00:00:05.886078,29,1,3,9283,COMPLETE
750,-0.5737552328101352,2026-03-31 19:18:48.410882,2026-03-31 19:18:54.548533,0 days 00:00:06.137651,31,2,2,9650,COMPLETE
751,-0.5983835795071901,2026-03-31 19:18:54.572721,2026-03-31 19:19:00.791672,0 days 00:00:06.218951,36,1,2,9824,COMPLETE
752,-0.5983956400642582,2026-03-31 19:19:00.809076,2026-03-31 19:19:06.456632,0 days 00:00:05.647556,26,1,2,8852,COMPLETE
753,-0.5981574642940954,2026-03-31 19:19:06.474045,2026-03-31 19:19:12.497698,0 days 00:00:06.023653,39,1,3,9458,COMPLETE
754,-0.5734094027597307,2026-03-31 19:19:12.518463,2026-03-31 19:19:18.288540,0 days 00:00:05.770077,34,2,2,9103,COMPLETE
755,-0.5981712057833709,2026-03-31 19:19:18.308977,2026-03-31 19:19:24.418862,0 days 00:00:06.109885,32,1,3,9645,COMPLETE
756,-0.5983558345230653,2026-03-31 19:19:24.439117,2026-03-31 19:19:30.665529,0 days 00:00:06.226412,36,1,2,9828,COMPLETE
757,-0.5736879795890631,2026-03-31 19:19:30.682765,2026-03-31 19:19:36.650193,0 days 00:00:05.967428,38,2,2,9431,COMPLETE
758,-0.5986877847597464,2026-03-31 19:19:36.671643,2026-03-31 19:19:42.908737,0 days 00:00:06.237094,37,1,2,9672,COMPLETE
759,-0.597639359320888,2026-03-31 19:19:42.934106,2026-03-31 19:19:49.166421,0 days 00:00:06.232315,29,1,3,9850,COMPLETE
760,-0.5680973117437016,2026-03-31 19:19:49.184383,2026-03-31 19:19:53.587276,0 days 00:00:04.402893,27,3,4,6922,COMPLETE
761,-0.5734498846510612,2026-03-31 19:19:53.605602,2026-03-31 19:19:59.949444,0 days 00:00:06.343842,30,2,2,9988,COMPLETE
